id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_range,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13386,Sunny and spacious corner apartment,12435489,Dymphna,Brooklyn,Greenpoint,40.72088,-73.95375,Private room,,80,5,1,12/30/2015,0.02,1,0
13387,Great walk-in studio Apartment in a private house,9059810,Vlad,Manhattan,Civic Center,40.71316,-74.00498,Private room,,169,4,0,,,3,89
13388,1st Floor Beautiful Brownstone Apt,7503132,Whitney,Brooklyn,Clinton Hill,40.68399,-73.96192,Entire home/apt,,100,5,7,11/27/2016,0.16,1,0
13389,Studio Apartment in Midtown NYC,51542781,Jessica,Manhattan,Hell's Kitchen,40.7666,-73.99256,Entire home/apt,,98,7,6,11/26/2018,0.14,1,0
13390,A Large Room in a Huge Apartment,50007401,Jessica,Brooklyn,Bedford-Stuyvesant,40.68968,-73.94833,Private room,,45,2,0,,,1,0
13391,Large Bright Room with Private Bathroom,49535506,Nic,Queens,Sunnyside,40.73839,-73.93,Private room,,70,4,4,8/19/2018,0.1,1,25
13392,"Full Apartment NYE! 2BR, fits 6!",51552511,Shelby,Manhattan,Harlem,40.82364,-73.94556,Entire home/apt,,150,2,2,1/3/2016,0.05,1,0
13393,Cozy Private Entrance & Bathroom,10737943,David,Manhattan,Upper East Side,40.77292,-73.95015,Private room,,125,1,210,6/15/2019,4.89,10,81
13394,Near to Manhattan and large 2BD Apt,51556615,Edmund,Queens,Sunnyside,40.74444,-73.91467,Entire home/apt,,155,4,66,6/28/2019,1.54,1,307
13395,Great Studio - Awesome Location,1523549,Moti,Manhattan,Kips Bay,40.74396,-73.9758,Entire home/apt,,179,29,4,11/9/2016,0.11,1,0
13396,BEAUTIFUL ROOM IN HEART OF BROOKLYN,5065719,Melissa,Brooklyn,Greenpoint,40.73226,-73.95285,Private room,,60,1,2,1/1/2016,0.05,1,0
13397,Cozy Room in 2BDR Apt UES,2784447,James,Manhattan,Upper East Side,40.76206,-73.95705,Private room,,90,8,0,,,1,0
13398,1 Bedroom in a 3 bedrooms loft,35083661,Julien,Brooklyn,Williamsburg,40.71741,-73.95978,Private room,,65,1,0,,,1,0
13399,Studio Loft in Greenpoint,47554473,Henry Norman,Brooklyn,Greenpoint,40.72766,-73.94393,Entire home/apt,,179,3,36,6/14/2019,0.84,13,53
13400,"Cozy, Bright room in Williamsburg",51584665,Andrew,Brooklyn,Williamsburg,40.71229,-73.96245,Private room,,50,10,3,7/15/2016,0.07,1,0
13401,,49522403,Vanessa,Brooklyn,Brownsville,40.66409,-73.92314,Private room,,50,3,3,8/18/2016,0.07,1,362
13402,Beautiful Loft Suite in Brooklyn,47554473,Henry Norman,Brooklyn,Greenpoint,40.72829,-73.94356,Private room,,189,3,34,6/15/2019,0.79,13,74
13403,Garden level apt w Bocci court/grill in backyard,5769728,Adam,Brooklyn,Bedford-Stuyvesant,40.69455,-73.95144,Entire home/apt,,67,2,12,1/5/2019,0.59,1,332
13404,Historic Designer 2 Bed. Apartment,2697686,Glenn H.,Manhattan,Harlem,40.82915,-73.94034,Entire home/apt,,99,999,2,1/4/2018,0.07,1,42
13405,Cozy 1  BR in heart of West Village,25821059,Jenna,Manhattan,West Village,40.73482,-74.00834,Entire home/apt,,140,2,6,7/25/2016,0.15,1,0
13406,Cozy and Warm Astoria Apartment,13203690,Zach,Queens,Astoria,40.76805,-73.90906,Entire home/apt,,90,2,0,,,1,0
13407,"Lovely, cozy private room available",16179625,Kt,Manhattan,Harlem,40.82624,-73.9434,Private room,,55,3,58,6/23/2019,1.76,1,0
13408,Stunning and Cozy Room in Brooklyn,707992,Andrea,Brooklyn,Sunset Park,40.64041,-74.01497,Private room,,80,20,0,,,1,0
13409,Our casa is your casa!,7271269,Rick,Brooklyn,Williamsburg,40.71575,-73.94224,Entire home/apt,,170,1,1,1/2/2016,0.02,1,0
13410,Spacios Room in Gorgeous Apt!,280883,Graciela,Manhattan,Harlem,40.82353,-73.93824,Private room,,90,1,0,,,1,0
13411,Sunny & Quiet Studio w/ private patio - E Village!,18198859,Angel,Manhattan,East Village,40.72655,-73.97826,Entire home/apt,,175,1,59,6/30/2019,1.44,1,307
13412,Modern 1-Bedroom Downtown,14852867,Jason,Manhattan,Financial District,40.70938,-74.01371,Entire home/apt,,117,2,0,,,1,0
13413,Room in loft apartment above bakery,51605949,Miriam,Brooklyn,Clinton Hill,40.69459,-73.96408,Private room,,43,1,0,,,1,0
13414,Greenpoint Studio Loft w/ Terrace,47554473,Henry Norman,Brooklyn,Greenpoint,40.7287,-73.94504,Private room,,189,3,21,5/14/2018,0.49,13,0
13415,Spacious room in Brooklyn,25866647,Nick,Brooklyn,Midwood,40.62259,-73.96107,Private room,,35,3,175,6/14/2019,4.1,1,49
13416,"Bright Studio - Park Slope, BK",10807649,Yehua,Brooklyn,South Slope,40.66218,-73.98385,Entire home/apt,,61,2,20,5/30/2019,0.57,1,0
13417,Deluxe Loft Suite,47554473,Henry Norman,Brooklyn,Greenpoint,40.72778,-73.94472,Entire home/apt,,205,3,5,2/18/2018,0.12,13,72
13418,Room in LIC - females only please,51614806,Justyna,Queens,Long Island City,40.74967,-73.9396,Private room,,35,14,1,1/16/2016,0.02,1,0
13419,"Columbia Univer, female/couple only",12245536,Rong,Manhattan,Harlem,40.82083,-73.95795,Private room,,39,2,3,7/21/2016,0.07,2,0
13420,Private Master Bedroom & Full Bath,9050420,Anton,Manhattan,East Village,40.7278,-73.98041,Private room,,190,1,0,,,1,0
13421,Quaint 2 Bedroom Apt in LES (6 ppl),11068351,Bobby,Manhattan,Little Italy,40.71924,-73.99719,Entire home/apt,,249,1,0,,,1,0
13422,Amazing Flatiron Entire Studio Apt,51623576,Charlie,Manhattan,Chelsea,40.73719,-73.99336,Entire home/apt,,159,3,1,1/2/2017,0.03,1,0
13423,Lovely West Village Studio,36905682,Adrian,Manhattan,West Village,40.73454,-74.00141,Entire home/apt,,125,1,0,,,1,0
13424,Private Bedroom in Bedstuy!,51652888,Sesenu,Brooklyn,Bedford-Stuyvesant,40.68678,-73.95572,Private room,,37,7,2,7/26/2016,0.05,1,0
13425,NoHo 2 Bedroom Loft,50760546,CRNY Monthly Rentals,Manhattan,NoHo,40.72888,-73.99199,Entire home/apt,,299,30,1,4/3/2017,0.04,31,160
13426,Entire apt in the heart of uber hip & cool Nolita,22217087,Gabriela,Manhattan,Nolita,40.72321,-73.99532,Entire home/apt,,175,3,12,6/2/2019,0.28,1,0
13427,Private room in Upper West Side Apt,47472192,Johanna,Manhattan,Upper West Side,40.79954,-73.9626,Private room,,42,12,0,,,1,0
13428,One bedroom apartment in Greenpoint,9294273,Ayten,Brooklyn,Greenpoint,40.72712,-73.95146,Entire home/apt,,110,4,1,2/15/2016,0.02,1,0
13429,Cozy & Lux Studio in Nolita,36866768,Lisa,Manhattan,Nolita,40.72238,-73.99631,Entire home/apt,,179,7,0,,,1,0
13430,1 Bedroom in Crown Heights,51662642,Alex,Brooklyn,Crown Heights,40.67023,-73.95257,Entire home/apt,,90,1,0,,,1,0
13431,"Large Rm In Williamsburg, Brooklyn",51664119,Toyosi,Brooklyn,Williamsburg,40.71274,-73.94513,Private room,,130,2,1,1/3/2016,0.02,1,0
13432,An open and airy charming studio,49905246,Ying Ying,Brooklyn,Park Slope,40.67163,-73.98584,Entire home/apt,,140,2,89,6/29/2019,2.11,1,9
13433,Cozy Mozy apt in Cobble Hill,16591072,Marianna,Brooklyn,Boerum Hill,40.68869,-73.98899,Entire home/apt,,168,1,1,1/5/2016,0.02,1,0
13434,Spacious Family Apartment near Prospect Park,2436599,Rachel,Brooklyn,Flatbush,40.65132,-73.95691,Entire home/apt,,128,3,2,4/30/2017,0.07,1,0
13435,Spacious room in Beautiful Bedstuy,13358864,Matthew,Brooklyn,Bedford-Stuyvesant,40.6943,-73.9481,Private room,,64,3,6,6/6/2016,0.14,2,0
13436,Cozy room in a dynamic Brooklyn neighborhood,5391472,Ella,Brooklyn,Crown Heights,40.67154,-73.94981,Private room,,35,14,1,1/19/2017,0.03,2,0
13437,Cozy bedroom in beautiful apartment,13358864,Matthew,Brooklyn,Bedford-Stuyvesant,40.69453,-73.94725,Private room,,60,3,0,,,2,0
13438,Clean Modern Apartment,1522922,Timothy,Brooklyn,Crown Heights,40.67617,-73.95536,Entire home/apt,,200,2,0,,,1,0
13439,Bright  & Modern Williamsburg 1BR,12616662,Anthony,Brooklyn,Williamsburg,40.71742,-73.95511,Entire home/apt,,199,3,3,5/7/2016,0.08,1,0
13440,Massive apt in prime Williamsburg,8820573,Ali,Brooklyn,Williamsburg,40.714,-73.96395,Entire home/apt,,175,3,105,6/19/2019,2.45,1,104
13441,"位于曼哈顿纽约上城,高级住宅区",51525183,Sophia,Manhattan,Harlem,40.81566,-73.94293,Private room,,95,180,0,,,1,358
13442,Beautiful Brooklyn Apartment!,27915373,Lukre,Brooklyn,Bedford-Stuyvesant,40.68273,-73.94786,Private room,,55,1,18,12/29/2018,0.49,1,65
13443,Beautiful Studio Apartment NYC,39765154,Dave,Manhattan,Upper West Side,40.7986,-73.96168,Entire home/apt,,125,9,0,,,1,0
13444,Bedroom in Upper Westside Apartment,51674579,Brittany,Manhattan,Upper West Side,40.79616,-73.97506,Private room,,45,1,0,,,1,0
13445,Convenient Upper East Studio Apt,51651427,Sayaka,Manhattan,Upper East Side,40.7612,-73.96254,Entire home/apt,,95,16,8,1/3/2018,0.2,1,0
13446,"Beautiful, bright and spacious home",15065559,Daniella,Brooklyn,Crown Heights,40.67105,-73.94324,Entire home/apt,,153,4,105,6/10/2019,2.45,1,9
13447,Sweet and affordable nook in bk,40532707,Isidora,Brooklyn,Bedford-Stuyvesant,40.68729,-73.95556,Private room,,39,1,1,1/6/2016,0.02,1,0
13448,Riverside Drive Harlem Apartment,6050369,Dave,Manhattan,Harlem,40.82697,-73.95236,Entire home/apt,,200,1,0,,,1,0
13449,Christopher Street: Heart of The West Village,51678353,Robert,Manhattan,West Village,40.73326,-74.00577,Private room,,85,2,2,1/1/2016,0.05,1,0
13450,Spacious 1 bedroom in the heart of Soho,31281230,Brian,Manhattan,SoHo,40.72697,-74.00098,Entire home/apt,,315,2,29,6/25/2019,1.31,1,177
13451,OPEN LOFT WITH PRIVATE BACKYARD,50687547,Michael,Brooklyn,Bedford-Stuyvesant,40.68843,-73.94537,Entire home/apt,,89,5,10,8/29/2017,0.23,1,64
13452,Beautiful apt for the winter,51684417,Eduardo,Manhattan,Upper West Side,40.80082,-73.96059,Entire home/apt,,350,7,0,,,2,0
13453,Welcome to NYC! Modern Luxury 2 BR-5 min from JFK,51688993,Taran & Najla,Queens,Jamaica,40.6896,-73.80446,Entire home/apt,,179,1,103,7/2/2019,2.67,2,324
13454,Peaceful Bushwick Pad.,1737876,Gray & Alara,Brooklyn,Bushwick,40.68984,-73.91507,Private room,,37,1,0,,,1,0
13455,Luxury Apt in Downtown Brooklyn,51690846,Devaki,Brooklyn,Downtown Brooklyn,40.6965,-73.98377,Private room,,75,5,0,,,1,0
13456,Convenient Upper West Apt- Sleeps 3,28504839,Yina,Manhattan,Upper West Side,40.7863,-73.97658,Entire home/apt,,150,3,5,9/20/2017,0.13,1,0
13457,Newly Renovated Carriage House,51716739,Harvin,Brooklyn,Bedford-Stuyvesant,40.68886,-73.93084,Entire home/apt,,225,2,68,6/4/2019,1.69,3,273
13458,One Bedroom - Gramery Park,51728257,Joseph,Manhattan,Gramercy,40.73462,-73.98227,Entire home/apt,,140,4,1,12/21/2015,0.02,1,0
13459,"Victorian Home, Welcoming Comfort",51734800,Laura,Brooklyn,Flatbush,40.63066,-73.96496,Private room,,115,2,5,3/31/2018,0.13,2,358
13460,Cozy apartment in Brooklyn,22068394,Julian,Brooklyn,Bedford-Stuyvesant,40.69176,-73.94765,Private room,,58,2,2,6/13/2016,0.05,1,0
13461,Beautiful Bedford apartment,51742426,Miri,Brooklyn,Williamsburg,40.71193,-73.96383,Entire home/apt,,190,4,63,6/28/2019,1.58,1,257
13462,Well Equipped One-Bedroom Apartment,51743699,Oliver,Manhattan,Morningside Heights,40.80986,-73.95945,Entire home/apt,,100,1,1,12/23/2015,0.02,1,0
13463,Williamsburg Getaway,3870120,Sawyer,Brooklyn,Williamsburg,40.71139,-73.96002,Private room,,119,2,82,6/3/2019,2.06,1,0
13464,Charming Williamsburg apartment,5882165,Pavel,Brooklyn,Williamsburg,40.71171,-73.96256,Entire home/apt,,139,5,0,,,1,0
13465,Clean room in a nice apartment,51749922,Marianne,Manhattan,Kips Bay,40.73956,-73.98163,Private room,,140,1,0,,,1,0
13466,Deluxe Brooklyn Loft,47554473,Henry Norman,Brooklyn,Greenpoint,40.72845,-73.94477,Entire home/apt,,129,3,16,6/27/2019,0.37,13,71
13467,West Village Duplex with Backyard!,2072706,Umang,Manhattan,West Village,40.73191,-74.00493,Entire home/apt,,800,3,0,,,1,0
13468,Private Suite - room with bathroom,13792543,Gregory,Manhattan,Harlem,40.80729,-73.95238,Private room,,110,3,76,6/26/2019,1.78,3,281
13469,Chic NYC Brownstone,2144034,Brandon,Manhattan,Harlem,40.82753,-73.94862,Entire home/apt,,90,1,2,5/2/2016,0.05,1,0
13470,Large room with private bath in Brooklyn home,28840058,Karen,Brooklyn,Bedford-Stuyvesant,40.68124,-73.9189,Private room,,61,1,4,1/2/2018,0.1,1,0
13471,Cozy East-Village Room + Rooftop :),51764491,Rachel,Manhattan,East Village,40.73076,-73.98374,Private room,,65,2,4,2/1/2016,0.09,1,0
13472,"Full size bed, 2 guests, Manhattan Upper Westside",216227,Victor,Manhattan,Harlem,40.82069,-73.95549,Private room,,60,1,229,7/5/2019,6.25,3,310
13473,"2 Twin beds, 2 guests - Manhattan, Upper West Side",216227,Victor,Manhattan,Harlem,40.82232,-73.95696,Private room,,60,1,219,6/23/2019,5.95,3,280
13474,Amazing loft on the Uper East Side,16684382,Fred & Liz,Manhattan,Upper East Side,40.76266,-73.95989,Entire home/apt,,150,2,25,6/23/2019,0.66,1,0
13475,"St Regis Hotel, NYC Luxury Hotel Rooms by Owners",51772392,Mark,Manhattan,Midtown,40.76039,-73.9736,Private room,,587,1,3,10/3/2018,0.16,1,365
13476,Studio Apt at the Heart of Chelsea,6772290,Andrew,Manhattan,Chelsea,40.74156,-74.00037,Entire home/apt,,175,3,136,6/28/2019,3.18,1,288
13477,Cozy Apartment Close to Everything!,42332704,Connie,Brooklyn,Crown Heights,40.67176,-73.95937,Private room,,60,1,0,,,1,0
13478,West Village Dream *Newly Renovated,12485770,Raanan,Manhattan,West Village,40.7313,-74.00154,Entire home/apt,,166,30,5,12/31/2018,0.13,9,332
13479,Prime East Village *Spacious,12485770,Raanan,Manhattan,East Village,40.72962,-73.98078,Entire home/apt,,120,30,4,6/8/2019,0.11,9,338
13480,Bright & Spacious Apartment. A Williamsburg Gem.,51813565,Yoav,Brooklyn,Greenpoint,40.72034,-73.95478,Entire home/apt,,135,2,18,6/30/2019,0.42,1,0
13481,Easy 1 Bedroom in Chelsea,34607505,Scott,Manhattan,Chelsea,40.74577,-74.00074,Entire home/apt,,145,2,1,1/3/2016,0.02,1,0
13482,The Red Door,51813748,Genny & Gina,Brooklyn,Williamsburg,40.71936,-73.94225,Entire home/apt,,185,4,77,6/20/2019,1.8,1,25
13483,Ideal location in  Williamsburg,1822420,Mark,Brooklyn,Williamsburg,40.71119,-73.96515,Entire home/apt,,120,1,0,,,1,0
13484,restfully space,50678424,Don,Brooklyn,Bedford-Stuyvesant,40.68666,-73.94739,Private room,,206,1,1,9/17/2017,0.05,2,365
13485,Private large room in Bushwick,7375144,Polly,Brooklyn,Bushwick,40.70348,-73.91477,Private room,,65,1,0,,,1,0
13486,Master room in a luxury apartment,16869971,Han,Manhattan,Roosevelt Island,40.76947,-73.94303,Private room,,80,1,1,1/5/2016,0.02,2,0
13487,"1 Bed 1 Bath in Jackson Heights, NY",51829088,Joshua,Queens,Jackson Heights,40.74856,-73.88906,Entire home/apt,,139,1,0,,,1,0
13488,Modern One Bedroom in Meatpacking,51830532,Alex,Manhattan,Chelsea,40.74201,-74.00325,Entire home/apt,,239,4,55,7/2/2019,1.29,1,161
13489,"Airy 4 BR Triplex - Private Yard,  Trendy Bed-Stuy",23215098,Erica & David,Brooklyn,Bedford-Stuyvesant,40.68513,-73.95286,Entire home/apt,,399,4,39,7/7/2019,0.91,1,29
13490,"CLEAN, LARGE AND MODERN LOFT",3582774,Dana,Manhattan,Little Italy,40.71756,-73.99824,Entire home/apt,,550,5,0,,,1,0
13491,Room in spacious house in Brooklyn!,271073,Besanya,Brooklyn,Midwood,40.62391,-73.96146,Private room,,30,1,0,,,1,0
13492,Spacious Garden Apartment in Heart of Park Slope,9250639,Amy,Brooklyn,Park Slope,40.67622,-73.97953,Entire home/apt,,125,2,7,6/30/2019,0.2,1,0
13493,East Village/Noho Garden Apartment,6866192,Omar & Ashley,Manhattan,East Village,40.7271,-73.99092,Entire home/apt,,195,2,0,,,1,0
13494,Beautiful house in the heart of Williamsburg,5073789,Julia,Brooklyn,Williamsburg,40.7184,-73.95359,Entire home/apt,,500,2,111,7/1/2019,2.92,1,88
13495,Room Near JFK Twin Beds,47621202,Dona,Queens,Jamaica,40.66939,-73.76975,Private room,,47,1,576,6/27/2019,13.4,2,173
13496,Cozy private room in Woodside,51680319,Michael,Queens,Sunnyside,40.74181,-73.90783,Private room,,69,1,0,,,1,0
13497,Heart of the East Village,51835429,Timothy,Manhattan,East Village,40.72597,-73.9838,Private room,,90,2,0,,,1,0
13498,Large private bedroom on Upper East side,51838759,Lucia,Manhattan,Upper East Side,40.76256,-73.9632,Private room,,99,2,122,6/8/2019,2.95,1,77
13499,Private Room for Rent,51839283,Ashley,Manhattan,Washington Heights,40.85064,-73.93833,Private room,,75,1,1,1/2/2016,0.02,1,0
13500,Futon in Brooklyn near subway,33480709,Katherine,Brooklyn,Crown Heights,40.67114,-73.93561,Shared room,,35,1,0,,,1,0
13501,Great room*City View*Huge roofdeck*,8832880,Ashley,Brooklyn,Greenpoint,40.73321,-73.9561,Private room,,55,2,0,,,1,0
13502,"Cozy 1-Bd, Bushwick (L/M/J train)",2350144,Roxanne,Brooklyn,Bushwick,40.69611,-73.91891,Entire home/apt,,80,31,1,11/3/2016,0.03,1,0
13503,East Village Bedroom w/Roof Deck,51850937,Joe,Manhattan,East Village,40.73061,-73.98335,Private room,,100,2,51,7/2/2019,1.19,3,4
13504,"Bright, Spacious Brooklyn Space w/ Private Bath",51851212,Ugi,Brooklyn,Crown Heights,40.67418,-73.95958,Private room,,60,1,4,8/26/2018,0.09,1,0
13505,Spacious and cozy room!,11095923,Tobias,Brooklyn,Bushwick,40.69802,-73.91472,Private room,,40,1,0,,,3,0
13506,Studio next to Washington Sq Park,27341303,Yue,Manhattan,Greenwich Village,40.73009,-73.99965,Entire home/apt,,118,5,1,1/2/2016,0.02,1,0
13507,Midtown Manhattan,1428501,Michael,Manhattan,Hell's Kitchen,40.76407,-73.98579,Private room,,97,6,36,7/5/2018,0.84,2,0
13508,"UWS large, Elev./Security 1-Bedroom",51857384,Sam,Manhattan,Upper West Side,40.77836,-73.9822,Entire home/apt,,210,2,51,6/9/2019,1.19,1,11
13509,Sunny One Bedroom in Crown Heights,8511553,J,Brooklyn,Crown Heights,40.6774,-73.94726,Entire home/apt,,55,2,6,6/29/2016,0.14,1,0
13510,Peaceful Artist Bedroom—Just 30 Min to Manhattan!,16139880,Ksenia & Masha,Brooklyn,Bedford-Stuyvesant,40.67762,-73.9159,Private room,,62,3,69,1/19/2019,1.7,6,27
13511,"Newly renovated, 1.5 bdr  SoHo apt",51902072,Ben,Manhattan,SoHo,40.72485,-74.00254,Entire home/apt,,185,1,1,1/18/2016,0.02,1,0
13512,Studio on the Upper West Side,49871658,Michelle,Manhattan,Upper West Side,40.78778,-73.97498,Entire home/apt,,200,3,0,,,1,0
13513,NYCHaven2: Entire House for less than a hotel room,47351539,Jason,Brooklyn,East Flatbush,40.65382,-73.93903,Entire home/apt,,165,1,216,6/22/2019,5.49,4,194
13514,Double bedroom downtown,29923547,Meredith,Manhattan,Lower East Side,40.71886,-73.98881,Private room,,125,1,0,,,1,0
13515,Chic Studio in Heart of Manhattan!,16682678,Casey,Manhattan,Kips Bay,40.74091,-73.98271,Entire home/apt,,102,1,3,3/9/2016,0.07,1,0
13516,Cozy bedroom in heart of Bedford,10221694,Zhamal,Brooklyn,Williamsburg,40.71276,-73.963,Private room,,80,1,2,1/3/2016,0.05,1,0
13517,3 Bedroom Luxury Apartment on 33rd,48784045,Jake,Manhattan,Kips Bay,40.7452,-73.97779,Entire home/apt,,449,1,0,,,2,0
13518,Apartment in Midtown East of NYC,51913270,Andrew,Manhattan,Midtown,40.75939,-73.96949,Entire home/apt,,200,1,0,,,1,0
13519,Twin Cabin Two,51913826,The Bowery House,Manhattan,Nolita,40.72354,-73.99333,Private room,,84,1,1,3/31/2019,0.3,8,0
13520,"Large 1,000 SF UES Apt w/ Balcony",8869875,Christina,Manhattan,Upper East Side,40.76427,-73.962,Entire home/apt,,95,1,5,1/28/2016,0.12,1,0
13521,"Sunny, spacious room in heart of BK",17794202,Taylor,Brooklyn,Boerum Hill,40.68485,-73.9819,Private room,,65,3,2,1/3/2016,0.05,1,0
13522,Spacious Apartment D on 61st St. 1st & 2nd ave,30370192,Rachel,Manhattan,Upper East Side,40.75979,-73.96079,Entire home/apt,,152,1,42,6/2/2019,1.06,1,357
13523,"Charming Room in Bushwick, Brooklyn Apt",18782603,Kimberly,Brooklyn,Bushwick,40.68539,-73.9092,Private room,,50,3,2,8/15/2016,0.06,1,0
13524,Well-furnished studio w/ patio!,12190846,Kerry,Brooklyn,Williamsburg,40.72097,-73.9548,Entire home/apt,,250,1,0,,,1,0
13525,❤︎ly room in duplex & garden,48535457,Eric,Brooklyn,Williamsburg,40.71975,-73.95964,Private room,,149,2,15,5/31/2016,0.35,1,0
13526,Queen Cabin with Window One,51913826,The Bowery House,Manhattan,Nolita,40.72288,-73.99466,Private room,,124,1,19,3/21/2019,0.46,8,0
13527,Large Private Bedroom on the River,6388652,Molly,Manhattan,Washington Heights,40.83871,-73.9468,Private room,,58,3,49,6/22/2019,1.28,1,275
13528,Queen Cabin with Window Two,51913826,The Bowery House,Manhattan,Nolita,40.72152,-73.99476,Private room,,159,1,9,3/16/2019,0.22,8,0
13529,2BR Gut-Renovated Apartment,51844270,Alex,Manhattan,East Village,40.73046,-73.98643,Entire home/apt,,250,7,1,1/10/2016,0.02,1,0
13530,The LES Apartment,33231070,Mert,Manhattan,Lower East Side,40.72063,-73.98944,Entire home/apt,,150,3,0,,,1,0
13531,Spacious Chelsea 2 Bed/2 Bathroom,24347,Lyla,Manhattan,Chelsea,40.74441,-73.99915,Entire home/apt,,250,4,11,4/11/2017,0.35,1,0
13532,Midtown Manhattan steps from 5thAve,51948055,Yvonne,Manhattan,Midtown,40.76372,-73.97692,Entire home/apt,,500,29,5,9/26/2016,0.13,1,88
13533,Hip Trendy and Convenient!,51954926,Kc,Brooklyn,Bedford-Stuyvesant,40.69508,-73.94856,Private room,,58,2,256,6/16/2019,5.96,4,38
13534,Elegant and Comfortable Stay,51940393,Denise,Brooklyn,Bedford-Stuyvesant,40.68353,-73.94877,Entire home/apt,,199,2,74,6/18/2019,1.84,1,231
13535,"Cozy, Artistic Room with Comfy Bed",15109029,Zane,Manhattan,East Harlem,40.80197,-73.93888,Private room,,55,1,0,,,1,0
13536,Beautiful huge Williamsburg room with private bath,18139498,Yonathan,Brooklyn,Williamsburg,40.70987,-73.95392,Private room,,95,4,16,6/12/2019,0.46,1,10
13537,Temporary habitat home,43128266,常春,Manhattan,Washington Heights,40.83379,-73.94141,Shared room,,36,1,20,6/23/2019,0.47,3,324
13538,Luxurious Modern West Village Loft,24673896,Jun,Manhattan,West Village,40.73182,-74.01,Entire home/apt,,165,4,4,1/1/2017,0.1,1,0
13539,Your NYC Home!,51954926,Kc,Brooklyn,Bedford-Stuyvesant,40.69566,-73.95001,Private room,,72,2,255,6/16/2019,5.95,4,0
13540,Standard Room/kitchen (sleeps 3 ),51991283,Jennifer,Manhattan,Harlem,40.80057,-73.95468,Private room,,179,1,2,4/17/2016,0.05,5,309
